,Blind_Assessment,Origin
120,"sweet-toned, richly aromatic. red currant, honey, narcissus, cedar, lavender in aroma and cup. sweetly tart with bright, juicy acidity; syrupy-smooth mouthfeel. the short finish consolidates to notes of red currant and honey, carrying far into the long.",kenya
121,"rich, deep-toned, bright. mulberry, pink peppercorn, almond nougat, cedar, frankincense in aroma and cup. sweetly tart with high-toned acidity; very creamy mouthfeel. the crisply sweet finish consolidates to notes of almond nougat and pink peppercorn.",yemen
122,"evaluated as espresso. deeply floral, spice-toned. baking spices, narcissus, dark chocolate, cedar, a hint of wine barrel in aroma and small cup. crisp, velvety mouthfeel; richly wood-framed, fruit-forward finish. in three parts milk, baking spices predominate, with undertones of sweetly spicy florals.",costarica
123,"fruit-forward, sweetly fermenty. plum wine, almond butter, sassafras, oak, baking chocolate in aroma and cup. sweet-savory structure with gentle, fruity acidity; full, viscous mouthfeel. chocolaty finish, supported by notes of plum wine and sassafras.",colombia
124,"sweetly nut-toned. hazelnut, red apple, baking chocolate, magnolia, molasses in aroma and cup. sweet structure with gentle, round acidity; crisp, lightly satiny mouthfeel. nut-toned finish with crisp chocolate undertones.",salvador
125,"sweetly fruit- and nut-toned. plum, pistachio, magnolia, baking chocolate, oak in aroma and cup. crisply sweet structure with brisk acidity; velvety-smooth mouthfeel. the finish consolidates to suggestions of plum, pistachio and oak.",colombia
126,"gently sweet-tart, cocoa-toned. cocoa nib, orange, narcissus, mango, cedar in aroma and cup. intricately sweet, bright, with brisk acidity; full, syrupy mouthfeel. the quietly sweet finish consolidates to cocoa-toned mango and cedar.",ethiopia
127,"crisply sweet-savory, rich-toned. cocoa nib, grape candy, hop flowers, amber, sandalwood in aroma and cup. savory-leaning structure with sparkling acidity; viscous, very full mouthfeel. a crisply sweet-savory finish consolidates to notes of amber and cocoa nib.",panama
128,"richly sweet, chocolaty. dark chocolate, hazelnut, date, gardenia, cedar in aroma and cup. sweet-toned structure with gentle acidity; crisp, satiny mouthfeel. chocolaty finish with undertones of hazelnut and cedar.",vietnam
129,"cocoa-toned, gently roasty. cocoa powder, lightly scorched cedar, brazil nut, raisin, lily in aroma and cup. sweet-savory structure with barely perceptible acidity; velvety, heavyish mouthfeel. gently drying wood-framed finish with hints of cocoa powder and lily.",guatemala
130,"evaluated in brew bag format with a steeping time of 5 minutes in 8 ounces of water. fruit-toned, very sweet. pineapple, pink peppercorn, baking chocolate, marjoram, cedar in aroma and cup. sweet-tart structure with gentle, fruity acidity; full, syrupy-smooth mouthfeel. quietly fruit-friven finish with hints of baking chocolate and cedar.",colombia
131,"elegantly fruit-forward, richly floral-toned. star jasmine, lychee, frankincense, meyer lemon zest, wild honey in aroma and cup. bright, lyrical structure with zesty acidity; creamy, full mouthfeel. long, rich, resonant finish redolent of jasmine and lychee.",colombia
132,"chocolaty, sweetly tart. blueberry, molasses, lemon, cocoa powder, allspice in aroma and cup. sweet structure with brisk acidity; crisply smooth, velvety mouthfeel. allspice and baking chocolate lead in the crisp finish.",ethiopia
133,"complexly fruity, cocoa-toned. boysenberry, pomelo, cocoa nib, cedar, frankincense in aroma and cup. sweet-tart acidity; full, creamy mouthfeel. deeply fruity finish with cocoa nib undertones.",guatemala
134,"deeply aromatic, rich-toned. lemongrass, magrut lime, amber, almond butter, narcissus in aroma and cup. sweetly tart with bright, juicy acidity; crisp, silky-smooth mouthfeel. harmonious, integrated, flavor-laden finish.",guatemala
135,"sweetly tart, gently fruit-toned. apricot, orange blossom, cocoa nib, nougat, cashew in aroma and cup. sweet-tart structure with juicy, balanced acidity; delicate, silky mouthfeel. the finish consolidates to notes of cocoa nib and cashew.",ethiopia
136,"crisp, balanced, richly sweet. dried blackberry, agave syrup, hop flowers, almond nougat, cocoa nib in aroma and cup. sweet-savory structure with lively acidity; full, satiny mouthfeel.",ethiopia
137,"evaluated as espresso. richly sweet-savory, unapologetically earth-toned. pipe tobacco, dried cherry, hazelnut, caramel, a hint of cumin in aroma and small cup. plush, velvety mouthfeel; the finish consolidates to hazelnut and a cumin-like spice. milk quiets the tobacco tones and elevates the dried cherry and sweet hazelnut.",brazil
138,"brightly fruit-toned, gently tart. dark chocolate, raspberry, narcissus, cedar, pink grapefruit zest in aroma and cup. sweetly tart structure with juicy acidity; crisp, satiny mouthfeel. chocolaty, fruit-toned finish, with undertones of cedar.",salvador
139,"richly aromatic, sweetly earthy, complex. baking spices, mulberry, caramel, moist earth, rhododendron in aroma and cup. sweet-savory structure with bright, juicy acidity; viscous, creamy mouthfeel. the resonant finish is characterized by vanilla-toned mulberry with hints of fresh earth.",tanzania
140,"sweetly tart, floral-toned. tea rose, raspberry coulis, cocoa nib, watermelon rind, almond brittle in aroma and cup. high-toned structure with winey acidity; crisply satiny mouthfeel. exceptionally long, harmonious finish that exhilaratingly extends the promise of the cup.",ethiopia
141,"delicately sweet, floral-toned. narcissus, almond, bergamot, cherry, cedar in aroma and cup. bright, juicy acidity; syrupy-smooth mouthfeel. floral, nut-toned finish.",costarica
142,"richly floral-toned, exceptionally sweet. distinct narcissus, cocoa nib, myrrh, blackberry, lemon thyme in aroma and cup. complex bittersweet structure with floral acidity; very full, syrupy-smooth mouthfeel. engaging, satisfying finish that carries over all aromas and flavors from the cup.",colombia
143,"crisp, richly sweet-tart. dark chocolate, dried nectarine, narcissus, almond brittle, cane sugar in aroma and cup. brightly sweet structure with juicy acidity; plush, creamy mouthfeel. the finish centers around notes of chocolaty nectarine.",salvador
144,"berry-driven, invitingly sweet-tart. dried mulberry, cocoa nib, pink grapefruit zest, tea rose, fresh-cut oak in aroma and cup. sweet-toned structure with brisk acidity; plush, syrupy mouthfeel. the long, lingering finish consolidates to notes of cocoa-toned mulberry and oak.",ethiopia
145,"sweet-toned, gently floral. baking chocolate, honeysuckle, almond, fresh-cut fir, brown sugar in aroma and cup. sweet structure with brisk acidity; full, velvety mouthfeel. gently drying, wood-framed finish with undertones of baking chocolate and almond.",rwanda
146,"sweet, crisp, fruit-toned. raspberry, cocoa nib, orange zest, magnolia, fir in aroma and cup. sweet-toned structure with round acidity; velvety-smooth mouthfeel. the finish consolidates to cocoa-toned raspberry and fir.",costarica
147,"chocolaty and nut-toned. chocolate fudge, raisin, gently scorched cedar, gardenia, grapefruit zest in aroma and cup. bittersweet structure with round acidity; lightly syrupy mouthfeel. gently drying, wood-framed finish.",colombia
148,"cocoa-and spice-toned. cocoa powder, black cherry, fresh-cut oak, pistachio, baking spices in aroma and cup. sweet structure with balanced acidity; full, syrupy mouthfeel. the finish is nutty and cocoa-driven, supported by notes of black cherry and oak.",guatemala
149,"bright, deeply chocolaty. dark chocolate, grapefruit zest, plum, hazelnut, thyme in aroma and cup. sweet-tart structure with juicy acidity; full, satiny mouthfeel. chocolaty, nut-toned finish with undertones of fresh-cut thyme.",guatemala
150,"a ready-to-drink black coffee, tested cold. complex, nuanced, multi-layered. lilac, dark chocolate, lemon verbena, dried apricot, bourbon barrel. sweetly tart with juicy-bright acidity; lightly syrupy, very refreshing mouthfeel. invitingly rich finish with suggestions of bourbon barrel integrated with classic ethiopia notes of dried stone fruit and sweet herbs.",ethiopia
151,"balanced, brightly sweet. tangerine, bay leaf, cocoa nib, narcissus, fresh-cut oak in aroma and cup. high-toned acidity; crisp, syrupy mouthfeel. long, lingering resonant finish.",colombia
152,"fruit-forward, chocolaty. blueberry, baking chocolate, lemon verbena, fresh-cut oak, amber in aroma and cup. winey acidity; full, satiny-smooth body. the resonant finish leads with notes of blueberry and baking chocolate.",salvador
153,"balanced, richly sweet-tart. apricot, cocoa nib, almond, lemon verbena, cedar in aroma and cup. sweet structure with bright, juicy acidity; crisp, satiny mouthfeel. the finish consolidates to notes of cocoa-toned almond and lemon verbena.",philippines
154,"complex, richly sweet, nut-toned. yellow plum, apple blossom, caramel, cocoa powder, almond in aroma and cup. sweet-toned structure with pert acidity; very full, syrupy mouthfeel. finish consolidates to caramel-toned plum and almond.",honduras
155,"complex, multi-layered, resonantly deep. dark chocolate, summer savory herb, creme brulee, asian pear, violet in aroma and cup. sweet-savory structure with richly bittersweet acidity; syrupy-smooth mouthfeel. crisply chocolaty finish supported by asian pear and summer savory notes.",guatemala
156,"richly sweet, deep-toned. baking chocolate, hazelnut, date, magnolia, cedar in aroma and cup. sweet in structure with brisk acidity; satiny mouthfeel. chocolate-toned finish with undertones of hazelnut and cedar.",hawaii
157,"crisply sweet-tart, high-toned. lemon verbena, plum, narcissus, cocoa nib, maple syrup in aroma and cup. sweet-tart structure with bright, juicy acidity; delicate, silky mouthfeel. the resonant finish centers around notes of plum and cocoa nib with undertones of narcissus-like flowers.",ethiopia
158,"evaluated as espresso produced as a “ristretto” 25ml (.85-ounce) shot using a nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. rich-toned, floral- and fruit-driven. jasmine, apricot, almond, baking chocolate, cedar in aroma and small cup. delicately viscous mouthfeel; crisp finish centered around chocolate and almond notes. the milk shot is boldly pleasing, chocolate-laden and richly floral.",panama
159,"deep-toned, crisply chocolaty. baking chocolate, cashew, orange zest, cedar, date in aroma and cup. sweet structure with gentle acidity; full, creamy mouthfeel. the lightly drying finish leads with notes of baking chocolate and cedar.",bolivia
160,"bright, balanced, citrusy. tangerine, almond butter, apple blossom, baking chocolate, cedar in aroma and cup. sweet-toned structure with high-toned acidity; delicate, satiny mouthfeel. the nut- and citrus-toned finish is supported by crisp baking chocolate.",rwanda
161,"vibrantly floral-toned, sweetly pungent. narcissus, toffee, black currant, cedar, dark caramel in aroma and cup. sweet-tart structure with bright, juicy acidity; plush, syrupy mouthfeel. finish leads with toffee and black currant notes supported by narcissus-like flowers throughout.",kenya
162,"exceptionally balanced, high-toned. pineapple, bergamot, cocoa nib, hazelnut, ginger flower in aroma and cup. sweetly tart structure with cleanly fruity, vibrant acidity; very full, richly satiny mouthfeel. crystalline finish that carries over all the aroma and flavor notes from the cup.",ecuador
163,"aromatically intense, richly sweet-savory. dried plum, baking chocolate, candycap mushroom, lemon-thyme, bergamot in aroma and cup. deep, umami-rich structure with balanced, vibrant acidity; full, syrupy mouthfeel. the finish centers around notes of crisp chocolate and lemon thyme.",indonesia
164,"floral-toned, richly aromatic, chocolaty. elegantly sweet structure with meyer lemon-like acidity; full, viscous mouthfeel. apricot, honey, lavender, baking chocolate, a hint of pipe tobacco in aroma and cup. the inviting finish leads with notes of baking chocolate and apricot, with pipe tobacco resurfacing in the long.",hawaii
165,"richly sweet, deep-toned, bright and juicy. pomegranate, dark chocolate, marshmallow, hazelnut butter, key lime in aroma and cup. sweet structure with high-toned, balanced acidity; full, syrupy-smooth mouthfeel. the cleanly fruit-toned finish is supported by notes of hazelnut and key lime.",ethiopia
